sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,37,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,47,Caucasian,0,0,3,F,Drivg While Lic Suspd/Revk/Can,1
Male,34,Caucasian,0,0,4,F,Possession of Cannabis,0
Male,56,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,34,Hispanic,0,0,4,F,Burglary Dwelling Occupied,0
Male,59,Caucasian,0,0,1,F,Burglary Dwelling Assault/Batt,0
Male,35,Asian,0,0,0,F,Burglary Structure Unoccup,1
Male,58,Hispanic,0,0,1,F,Possession Burglary Tools,1
Male,29,Hispanic,0,0,2,M,Driving Under The Influence,1
Female,24,Caucasian,0,0,6,F,Poss Contr Subst W/o Prescript,0
Male,21,Caucasian,0,0,2,M,Assault,0
Male,26,African-American,0,0,2,M,arrest case no charge,1
Male,50,Asian,0,0,5,F,Driving While License Revoked,0
Female,30,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,29,Caucasian,0,0,6,F,arrest case no charge,0
Male,29,Caucasian,0,0,0,M,Battery,0
Male,54,African-American,0,0,0,M,Battery,1
Male,29,African-American,0,0,4,F,False Ownership Info/Pawn Item,0
Female,59,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,38,African-American,0,0,0,F,Tampering With Physical Evidence,1
Female,22,Hispanic,0,0,2,F,Possession of Cocaine,0
Male,29,African-American,0,0,4,F,arrest case no charge,0
Male,27,Caucasian,0,0,1,M,Opert With Susp DL 2nd Offens,0
Male,26,Hispanic,0,0,7,F,Aggravated Assault W/Dead Weap,0
Male,66,African-American,0,0,33,F,Crimin Mischief Damage $1000+,0
Male,27,Caucasian,0,0,2,F,Possession of Cocaine,1
Male,51,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,35,Caucasian,0,0,1,F,arrest case no charge,1
Male,26,African-American,0,0,1,F,Tampering With Physical Evidence,1
Male,52,Caucasian,0,0,4,M,Battery,1
Female,35,African-American,0,0,12,M,Susp Drivers Lic 1st Offense,1
Male,48,Other,0,0,12,F,Aggravated Assault w/Firearm,1
Female,26,African-American,0,0,0,M,Battery,1
Male,30,Hispanic,0,0,7,M,Battery,1
Male,28,Other,0,0,2,M,Battery,1
Male,33,African-American,0,0,2,M,Battery,1
Female,34,African-American,0,0,6,F,Burglary Conveyance Unoccup,1
Male,25,Other,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,59,African-American,0,0,10,F,arrest case no charge,0
Male,29,African-American,0,0,5,F,Poss Contr Subst W/o Prescript,0
Male,24,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,48,Caucasian,0,0,1,F,Agg Battery Grt/Bod/Harm,0
Male,55,African-American,0,0,0,M,Battery,0
Male,52,African-American,0,0,4,M,Fail Register Vehicle,1
Male,25,Caucasian,0,0,4,F,Possession of Cocaine,0
Male,24,Caucasian,0,0,0,F,Agg Battery Grt/Bod/Harm,1
Male,23,Caucasian,0,0,0,M,Battery,1
Male,27,Caucasian,0,1,6,F,Felony Battery (Dom Strang),1
Male,25,African-American,0,1,1,M,Battery,0
Male,25,African-American,0,1,6,F,arrest case no charge,0
Male,32,Caucasian,0,0,1,F,arrest case no charge,0
Male,21,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,37,Other,0,0,1,F,Crim Use of Personal ID Info,1
Male,25,Caucasian,0,0,0,F,Possession of Cannabis,1
Male,32,Hispanic,1,1,20,F,arrest case no charge,1
Male,35,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,42,African-American,0,0,14,F,Drivg While Lic Suspd/Revk/Can,0
Male,24,Caucasian,0,0,9,M,Viol Injunct Domestic Violence,0
Male,22,Caucasian,1,0,6,F,Possession of Cocaine,0
Male,21,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,47,Caucasian,0,0,1,M,Battery,1
Male,27,African-American,0,0,5,F,Aggrav Battery w/Deadly Weapon,0
Male,43,Hispanic,0,0,2,M,DUI Level 0.15 Or Minor In Veh,0
Male,46,Caucasian,0,0,2,F,Possession Of Alprazolam,0
Male,44,African-American,0,0,1,M,Reckless Driving,1
Male,23,Caucasian,0,0,2,F,Possession of Cannabis,1
Male,42,African-American,0,0,8,F,arrest case no charge,1
Male,58,African-American,0,0,6,F,Felony Petit Theft,1
Male,26,African-American,0,0,3,F,Grand Theft (Motor Vehicle),1
Female,48,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,39,African-American,0,0,3,F,Grand Theft in the 3rd Degree,0
Male,21,African-American,0,2,3,F,arrest case no charge,0
Male,63,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,22,African-American,0,1,3,F,arrest case no charge,0
Male,50,African-American,0,0,3,M,Battery,1
Male,38,African-American,0,0,0,F,Burglary Dwelling Assault/Batt,1
Male,28,African-American,8,0,16,F,Aggravated Battery / Pregnant,0
Female,30,African-American,0,0,0,M,Battery,1
Male,23,African-American,0,0,1,F,Agg Fleeing and Eluding,1
Male,25,Caucasian,0,0,2,F,arrest case no charge,0
Male,40,Caucasian,0,0,5,F,Neglect Child / No Bodily Harm,1
Male,24,Hispanic,0,0,8,F,Possession of Cannabis,1
Male,27,African-American,0,0,5,M,Criminal Mischief Damage <$200,0
Male,44,Caucasian,0,0,11,M,Battery,1
Female,35,African-American,0,0,6,F,arrest case no charge,0
Male,42,Caucasian,0,0,0,M,Battery,1
Male,38,African-American,0,0,15,F,Drivg While Lic Suspd/Revk/Can,1
Male,26,Hispanic,0,0,4,F,Possession of Cannabis,1
Female,25,African-American,0,0,0,M,Resist/Obstruct W/O Violence,1
Male,24,Caucasian,0,0,1,F,arrest case no charge,1
Male,64,Hispanic,0,0,1,F,Aggravated Assault,1
Female,49,Caucasian,0,0,2,M,Driving Under The Influence,0
Male,50,Caucasian,0,0,5,F,Driving While License Revoked,0
Male,28,Caucasian,0,0,8,F,arrest case no charge,0
Male,66,Caucasian,0,0,0,M,Battery,0
Female,46,Caucasian,0,0,0,M,Battery,1
Male,30,African-American,0,0,5,F,Driving While License Revoked,0
Female,22,Caucasian,0,0,0,M,Battery,1
Male,23,Caucasian,0,0,1,M,arrest case no charge,1
Male,30,Other,0,0,0,M,Battery,0
Male,24,African-American,1,0,10,F,arrest case no charge,0
Male,31,Hispanic,0,0,0,M,DUI Property Damage/Injury,1
Male,31,Other,0,0,1,F,arrest case no charge,1
Male,21,African-American,4,0,4,F,arrest case no charge,0
Male,28,African-American,0,0,4,F,arrest case no charge,1
Male,25,African-American,0,0,0,M,Disorderly Conduct,1
Female,21,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,27,African-American,0,0,0,M,Battery,1
Male,20,Hispanic,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
Male,32,Hispanic,0,0,1,F,Possession of Cocaine,1
Female,24,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,20,African-American,1,0,1,F,arrest case no charge,1
Male,31,African-American,0,0,3,M,Viol Pretrial Release Dom Viol,0
Male,27,African-American,0,0,3,M,Battery,0
Male,59,African-American,0,0,17,F,Grand Theft in the 3rd Degree,0
Male,40,African-American,0,0,0,F,Aggravated Assault w/Firearm,1
Male,22,African-American,0,0,11,F,Possession of Cocaine,0
Female,38,African-American,0,0,1,F,Robbery / No Weapon,1
Male,36,Hispanic,0,0,1,M,Petit Theft $100- $300,0
Male,30,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,1
Male,27,Caucasian,0,0,6,F,arrest case no charge,0
Male,43,African-American,0,0,1,M,Battery,1
Female,59,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,37,Caucasian,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,28,African-American,0,0,5,M,Felony Battery (Dom Strang),0
Male,38,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,22,African-American,0,0,0,F,Att Burgl Unoccupied Dwel,0
Male,43,Hispanic,0,0,1,M,Operating W/O Valid License,1
Male,25,African-American,0,0,4,F,Grand Theft Firearm,0
Male,51,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,30,Hispanic,0,0,6,F,Possession of Cocaine,0
Male,29,Caucasian,0,0,2,M,Felony Battery (Dom Strang),0
Male,28,African-American,0,0,10,F,Driving While License Revoked,1
Male,26,African-American,0,0,6,M,Possess Cannabis/20 Grams Or Less,1
Male,55,African-American,0,0,9,M,arrest case no charge,0
Female,23,Caucasian,0,0,3,F,Poss Contr Subst W/o Prescript,1
Female,19,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,31,African-American,0,0,1,M,Battery,1
Male,29,African-American,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,61,African-American,0,0,15,F,Felony Petit Theft,0
Male,24,African-American,0,0,4,F,Possession of Cocaine,0
Male,31,Hispanic,0,0,0,M,Operating W/O Valid License,1
Male,20,African-American,0,1,4,F,arrest case no charge,0
Male,27,Caucasian,0,0,5,M,Battery,1
Male,25,Caucasian,0,0,1,F,Aggravated Assault w/Firearm,1
Male,38,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,27,African-American,0,2,18,F,Felony Petit Theft,0
Female,35,Caucasian,0,0,0,F,Resist Officer w/Violence,0
Male,22,Other,0,0,0,F,Grand Theft (Motor Vehicle),1
Female,58,African-American,0,0,4,F,"Poss 3,4 MDMA (Ecstasy)",0
Female,57,Caucasian,0,0,0,M,Disorderly Conduct,0
Female,22,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,30,African-American,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,24,Caucasian,0,0,1,F,arrest case no charge,0
Male,22,Caucasian,0,0,2,F,Battery on Law Enforc Officer,0
Male,29,Caucasian,0,0,3,F,Aggrav Stalking After Injunctn,0
Male,30,African-American,0,0,8,F,Possession of Cocaine,0
Female,31,African-American,0,0,10,F,Driving While License Revoked,1
Female,45,Caucasian,0,0,1,F,Felony Driving While Lic Suspd,1
Male,23,African-American,0,0,4,F,arrest case no charge,1
Male,39,Caucasian,0,0,2,F,False Ownership Info/Pawn Item,0
Male,31,African-American,0,0,0,F,Possession of Cocaine,0
Male,22,African-American,0,0,1,F,Burglary Structure Unoccup,0
Male,27,African-American,0,0,13,F,arrest case no charge,0
Male,38,Caucasian,0,0,1,F,Crimin Mischief Damage $1000+,0
Male,31,African-American,0,0,23,F,Poss Pyrrolidinovalerophenone,0
Male,47,African-American,0,0,20,F,Tamper With Witness/Victim/CI,1
Male,22,African-American,0,1,3,F,arrest case no charge,1
Male,35,African-American,0,0,1,M,Battery,0
Male,23,Hispanic,0,0,2,M,Possess Cannabis/20 Grams Or Less,0
Female,33,African-American,0,0,0,F,Grand Theft (Motor Vehicle),1
Male,53,Caucasian,0,0,1,M,Battery,1
Male,52,Hispanic,0,0,0,F,Driving While License Revoked,1
Male,37,African-American,0,0,11,F,Aggravated Battery / Pregnant,1
Male,30,Other,0,0,4,M,Reckless Driving,0
Male,33,Caucasian,0,0,5,F,arrest case no charge,1
Male,31,African-American,0,0,2,M,Assault,1
Male,54,Other,0,0,0,F,Grand Theft (Motor Vehicle),1
Female,31,African-American,0,0,0,M,Battery,1
Female,59,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,27,African-American,0,0,0,M,Possession of Cocaine,1
Male,36,African-American,0,0,0,M,Battery,0
Male,46,African-American,0,0,17,F,arrest case no charge,0
Male,22,African-American,0,0,3,F,arrest case no charge,1
Female,28,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Female,34,Caucasian,0,0,15,F,Grand Theft in the 3rd Degree,0
Male,29,Hispanic,0,0,7,F,Driving While License Revoked,0
Male,23,African-American,0,0,2,M,Battery,0
Male,27,African-American,0,0,3,F,Grand Theft in the 3rd Degree,1
Male,48,Caucasian,0,0,3,F,Grand Theft in the 3rd Degree,0
Male,30,African-American,0,0,15,F,Poss Cocaine/Intent To Del/Sel,0
Female,32,African-American,0,0,2,F,"Poss3,4 Methylenedioxymethcath",1
Male,31,African-American,0,0,5,F,arrest case no charge,1
Male,36,African-American,0,1,4,M,Battery,1
Male,36,African-American,0,0,1,M,Battery,1
Male,44,African-American,0,0,14,F,Felony Driving While Lic Suspd,0
Male,33,African-American,0,0,3,M,Driving License Suspended,0
Male,21,African-American,1,0,2,F,arrest case no charge,1
Male,33,African-American,0,0,4,F,arrest case no charge,0
Male,47,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,57,African-American,0,0,20,F,Possession of Cocaine,0
Male,28,African-American,0,0,2,M,arrest case no charge,1
Male,24,African-American,0,0,1,M,Battery,1
Male,44,African-American,0,0,1,F,Unauth Poss ID Card or DL,1
Male,46,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,37,African-American,0,0,6,F,Child Abuse,1
Male,26,African-American,0,0,10,M,arrest case no charge,0
Male,27,African-American,0,1,10,F,Driving While License Revoked,0
Male,40,Caucasian,0,0,1,F,Manufacture Cannabis,1
Female,60,Caucasian,0,0,9,F,arrest case no charge,0
Male,53,Caucasian,0,0,1,F,arrest case no charge,1
Male,28,African-American,0,0,0,F,Felony Driving While Lic Suspd,1
Male,23,Hispanic,0,0,0,M,Driving Under The Influence,1
Female,46,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,0,0,F,False Ownership Info/Pawn Item,0
Male,37,African-American,0,0,5,F,Aggravated Battery / Pregnant,0
Male,50,African-American,0,0,18,F,Driving While License Revoked,0
Male,45,African-American,0,0,0,M,Driving Under The Influence,1
Male,22,African-American,0,0,1,F,arrest case no charge,1
Male,26,Caucasian,0,0,1,F,arrest case no charge,0
Male,62,Caucasian,0,0,0,F,Battery on a Person Over 65,1
Male,34,Caucasian,0,0,0,M,DUI Property Damage/Injury,0
Male,24,Hispanic,0,0,1,F,Burglary Structure Unoccup,1
Male,21,Caucasian,0,0,0,M,Battery,1
Male,25,Caucasian,0,0,0,F,Felony Battery,0
Male,68,Caucasian,0,0,0,M,Disorderly Conduct,1
Male,41,Caucasian,0,0,2,M,DUI Property Damage/Injury,1
Male,21,Caucasian,0,0,1,F,arrest case no charge,1
Female,37,Hispanic,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,22,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1
Male,38,Caucasian,0,0,11,F,arrest case no charge,0
Male,42,Caucasian,0,0,1,F,arrest case no charge,1
Male,22,Caucasian,0,1,1,F,arrest case no charge,0
Male,45,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0
Female,36,African-American,0,0,4,F,Neglect Child / No Bodily Harm,0
Female,45,Caucasian,0,0,1,F,arrest case no charge,1
Male,23,African-American,0,0,6,F,Grand Theft in the 3rd Degree,0
Male,24,African-American,0,0,0,F,Deliver Cannabis,1
Male,29,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,24,African-American,0,0,0,F,Battery on Law Enforc Officer,1
Male,50,African-American,0,0,11,F,Manufacture Cannabis,1
Male,34,African-American,0,1,10,F,arrest case no charge,0
Male,23,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,22,Caucasian,0,0,0,M,Leaving Acc/Unattended Veh,1
Male,36,Other,0,0,0,F,Child Abuse,1
Male,30,Caucasian,0,0,22,F,Possession of Cocaine,0
Female,53,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,24,Caucasian,0,0,1,F,Possession of Cocaine,1
Male,25,African-American,0,1,7,M,arrest case no charge,0
Female,25,African-American,0,0,1,M,arrest case no charge,1
Male,71,African-American,0,0,8,F,Driving While License Revoked,1
Male,39,African-American,0,4,10,M,arrest case no charge,1
Female,37,African-American,0,0,0,F,Possession of Cocaine,1
Male,20,African-American,0,0,0,F,Possession of Cocaine,0
Female,29,African-American,0,0,3,F,Possession of Cocaine,1
Male,22,African-American,0,0,2,F,Possession of Cocaine,0
Male,26,African-American,0,0,4,F,Aggravated Assault w/Firearm,0
Male,35,Hispanic,0,0,5,F,arrest case no charge,1
Female,47,African-American,0,0,19,F,Possession of Cocaine,0
Male,21,Other,0,0,1,F,Possession of Cannabis,0
Female,23,Other,0,0,0,M,Battery,1
Female,20,Caucasian,0,0,1,F,Burglary Unoccupied Dwelling,0
Female,23,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,27,Native American,0,0,3,M,DUI Level 0.15 Or Minor In Veh,1
Male,55,Caucasian,0,0,18,F,arrest case no charge,0
Female,53,African-American,0,0,0,F,Felony Driving While Lic Suspd,1
Female,23,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,26,African-American,0,0,5,F,Grand Theft (Motor Vehicle),0
Male,25,African-American,0,0,6,F,Burglary Unoccupied Dwelling,1
Male,23,Other,0,0,2,M,Driving Under The Influence,1
Male,27,African-American,0,0,4,F,Pos Cannabis W/Intent Sel/Del,0
Male,26,African-American,0,0,2,M,Battery,1
Male,29,African-American,0,0,1,M,Susp Drivers Lic 1st Offense,1
Male,27,Other,0,0,1,F,Aggravated Assault W/Dead Weap,0
Male,28,Hispanic,0,0,0,F,Possession of Hydromorphone,1
Male,31,African-American,0,0,0,M,Battery,1
Male,41,African-American,0,0,8,F,Possession of Cocaine,0
Male,25,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,47,Caucasian,0,0,0,M,Leave Acc/Attend Veh/More $50,1
Male,37,African-American,0,0,4,F,Driving While License Revoked,1
Female,35,African-American,0,0,4,F,Aggravated Assault W/Dead Weap,1
Male,24,Caucasian,0,0,1,M,Battery,0
Male,21,Caucasian,0,2,2,F,Grand Theft (Motor Vehicle),0
Male,22,Caucasian,0,0,0,F,Burglary Conveyance Unoccup,0
Male,57,African-American,0,0,11,F,Possession of Cocaine,1
Male,48,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,36,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,37,African-American,0,0,3,F,Resist Officer w/Violence,1
Male,31,Caucasian,0,0,0,M,Battery,1
Male,22,African-American,0,1,1,F,False Ownership Info/Pawn Item,0
Male,31,Caucasian,0,0,2,M,DUI Property Damage/Injury,1
Male,24,African-American,0,0,0,F,Burglary Conveyance Unoccup,0
Male,32,African-American,0,0,22,F,arrest case no charge,0
Female,23,Other,0,0,0,M,Battery,1
Male,63,African-American,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,30,Other,0,0,0,F,Felony Battery (Dom Strang),1
Male,26,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,48,Caucasian,0,0,2,M,Battery,1
Male,20,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,24,African-American,0,0,1,M,Battery,0
Female,36,African-American,0,0,1,M,Susp Drivers Lic 1st Offense,1
Male,83,Hispanic,0,0,0,M,Battery,1
Male,28,Caucasian,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1
Male,36,African-American,0,0,3,F,Driving While License Revoked,0
Male,39,African-American,0,0,0,F,Driving While License Revoked,1
Male,29,Other,0,0,3,M,Driving Under The Influence,1
Male,30,African-American,0,0,17,F,arrest case no charge,0
Female,19,Caucasian,1,1,1,M,Operating W/O Valid License,0
Male,24,African-American,0,0,1,F,arrest case no charge,0
Male,36,Hispanic,0,0,11,F,arrest case no charge,1
Female,29,Caucasian,0,0,1,F,Burglary Conveyance Unoccup,1
Male,35,African-American,0,0,7,F,Possession of Cannabis,1
Male,24,African-American,0,0,0,F,Driving While License Revoked,1
Male,26,Caucasian,0,0,0,M,Leave Acc/Attend Veh/More $50,1
Male,26,Caucasian,0,0,8,F,arrest case no charge,1
Male,52,African-American,0,0,7,M,Petit Theft,1
Male,28,African-American,0,0,14,F,Fleeing or Eluding a LEO,0
Male,32,African-American,0,0,0,M,Viol Prot Injunc Repeat Viol,1
Female,32,Caucasian,0,0,1,M,Battery,0
Male,33,African-American,0,0,5,M,Susp Drivers Lic 1st Offense,0
Male,29,African-American,0,1,16,F,Possession of Cocaine,1
Female,37,Other,0,0,0,M,Battery,0
Male,43,Caucasian,0,0,0,M,Battery,1
Male,47,Caucasian,0,0,2,F,Tamper With Witness/Victim/CI,1
Male,25,African-American,0,0,3,M,Battery,0
Female,23,African-American,0,0,1,F,arrest case no charge,1
Male,39,Caucasian,0,0,2,M,Battery,1
Male,35,African-American,0,0,13,F,Possession of Cocaine,0
Male,33,Other,0,0,0,F,arrest case no charge,1
Male,43,African-American,1,0,20,F,Driving While License Revoked,1
Male,48,African-American,1,0,25,F,arrest case no charge,0
Male,22,African-American,0,0,1,M,Battery,0
Male,52,African-American,1,0,9,M,Battery,0
Male,26,Caucasian,0,0,5,F,Possession of Cocaine,0
Male,67,African-American,0,0,4,M,Grand Theft in the 3rd Degree,0
Male,34,African-American,0,0,4,M,arrest case no charge,1
Male,56,Caucasian,0,0,4,M,Disorderly Intoxication,1
Male,28,African-American,0,0,1,F,Possession of Cannabis,0
Male,29,African-American,0,0,2,M,Battery,1
Male,37,African-American,0,0,6,F,Felony Petit Theft,0
Male,43,Other,0,0,3,F,Aggrav Battery w/Deadly Weapon,1
Male,51,Caucasian,0,0,0,F,Burglary Dwelling Occupied,1
Male,20,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
Male,26,Caucasian,0,0,4,M,Viol Injunct Domestic Violence,0
Female,39,Caucasian,0,0,1,M,Battery,0
Male,21,African-American,0,0,1,F,arrest case no charge,1
Male,24,Caucasian,0,2,3,F,Driving While License Revoked,0
Male,26,African-American,0,1,4,M,Battery,0
Male,48,Caucasian,0,0,1,F,Possession of Cocaine,1
Male,24,African-American,0,1,5,F,Pos Cannabis W/Intent Sel/Del,0
Male,26,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,46,Caucasian,0,0,0,F,Possession of Cocaine,1
Female,30,Hispanic,0,0,1,M,Petit Theft $100- $300,1
Male,24,African-American,0,1,7,M,Battery,1
Female,21,Caucasian,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,24,African-American,0,0,1,F,arrest case no charge,0
Male,30,African-American,0,0,1,F,arrest case no charge,1
Male,36,African-American,0,0,9,M,Disorderly Intoxication,1
Male,30,African-American,0,0,5,F,Deliver Cocaine,0
Female,22,Caucasian,0,0,1,F,Possession Of Alprazolam,1
Male,31,African-American,0,3,25,M,Resist/Obstruct W/O Violence,0
Male,24,African-American,0,0,0,F,Robbery Sudd Snatch No Weapon,1
Male,39,African-American,0,0,13,F,Burglary Conveyance Unoccup,0
Female,30,African-American,0,0,4,F,Burglary Unoccupied Dwelling,1
Male,40,Caucasian,0,0,0,F,Battery on a Person Over 65,1
Female,52,African-American,0,0,0,F,Aggravated Assault w/Firearm,1
Male,23,African-American,1,0,3,F,Grand Theft Firearm,1
Female,26,African-American,0,0,1,M,Battery,1
Male,22,Caucasian,0,1,1,F,Grand Theft in the 3rd Degree,0
Male,42,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,23,African-American,0,3,6,F,Burglary Conveyance Unoccup,0
